date,state,district,female,male,deaths
2021-05-01,Himachal Pradesh,Lahul & Spiti,6,13,19
2021-05-01,Himachal Pradesh,Kullu,154,232,386
2021-05-01,Himachal Pradesh,Mandi,372,530,902
2021-05-01,Himachal Pradesh,Hamirpur,281,281,562
2021-05-01,Himachal Pradesh,Una,304,296,600
2021-05-01,Himachal Pradesh,Bilaspur,131,176,307
2021-05-01,Himachal Pradesh,Solan,265,365,630
2021-05-01,Himachal Pradesh,Sirmaur,168,281,449
2021-05-01,Himachal Pradesh,Shimla,353,557,910
2021-05-01,Himachal Pradesh,Kinnaur,4,10,14
