date,state,district,deaths
2018-11-01,Kerala,Malappuram,1618
2018-11-01,Kerala,Palakkad,1576
2018-11-01,Kerala,Pathanamthitta,954
2018-11-01,Kerala,Thiruvananthapuram,2889
2018-11-01,Kerala,Thrissur,2322
2018-11-01,Kerala,Wayanad,418
2018-12-01,Kerala,Alappuzha,1465
2018-12-01,Kerala,Ernakulam,1731
2018-12-01,Kerala,Idukki,628
2018-12-01,Kerala,Kannur,1493
2018-12-01,Kerala,Kasaragod,601
2018-12-01,Kerala,Kollam,1803
2018-12-01,Kerala,Kottayam,1681
2018-12-01,Kerala,Kozhikode,2159
2018-12-01,Kerala,Malappuram,1685
2018-12-01,Kerala,Palakkad,1523
2018-12-01,Kerala,Pathanamthitta,1065
2018-12-01,Kerala,Thiruvananthapuram,3006
2018-12-01,Kerala,Thrissur,2438
2018-12-01,Kerala,Wayanad,396
2019-01-01,Kerala,Alappuzha,1573
2019-01-01,Kerala,Ernakulam,1958
2019-01-01,Kerala,Idukki,660
2019-01-01,Kerala,Kannur,1678
2019-01-01,Kerala,Kasaragod,645
2019-01-01,Kerala,Kollam,1864
2019-01-01,Kerala,Kottayam,1924
2019-01-01,Kerala,Kozhikode,2410
2019-01-01,Kerala,Malappuram,2015
2019-01-01,Kerala,Palakkad,1709
2019-01-01,Kerala,Pathanamthitta,1155
2019-01-01,Kerala,Thiruvananthapuram,2894
2019-01-01,Kerala,Thrissur,2718
2019-01-01,Kerala,Wayanad,470
2019-02-01,Kerala,Alappuzha,1326
2019-02-01,Kerala,Ernakulam,1727
2019-02-01,Kerala,Idukki,539
2019-02-01,Kerala,Kannur,1479
2019-02-01,Kerala,Kasaragod,556
2019-02-01,Kerala,Kollam,1556
2019-02-01,Kerala,Kottayam,1506
2019-02-01,Kerala,Kozhikode,2039
2019-02-01,Kerala,Malappuram,1635
2019-02-01,Kerala,Palakkad,1421
2019-02-01,Kerala,Pathanamthitta,969
2019-02-01,Kerala,Thiruvananthapuram,2513
2019-02-01,Kerala,Thrissur,2223
2019-02-01,Kerala,Wayanad,395
2019-03-01,Kerala,Alappuzha,1349
2019-03-01,Kerala,Ernakulam,1730
2019-03-01,Kerala,Idukki,528
2019-03-01,Kerala,Kannur,1578
2019-03-01,Kerala,Kasaragod,625
2019-03-01,Kerala,Kollam,1669
2019-03-01,Kerala,Kottayam,1607
2019-03-01,Kerala,Kozhikode,2086
2019-03-01,Kerala,Malappuram,1575
2019-03-01,Kerala,Palakkad,1575
2019-03-01,Kerala,Pathanamthitta,1034
2019-03-01,Kerala,Thiruvananthapuram,2554
2019-03-01,Kerala,Thrissur,2409
2019-03-01,Kerala,Wayanad,317
2019-04-01,Kerala,Alappuzha,1292
2019-04-01,Kerala,Ernakulam,1573
2019-04-01,Kerala,Idukki,490
2019-04-01,Kerala,Kannur,1548
2019-04-01,Kerala,Kasaragod,576
2019-04-01,Kerala,Kollam,1626
2019-04-01,Kerala,Kottayam,1600
2019-04-01,Kerala,Kozhikode,2131
2019-04-01,Kerala,Malappuram,1608
2019-04-01,Kerala,Palakkad,1526
2019-04-01,Kerala,Pathanamthitta,899
2019-04-01,Kerala,Thiruvananthapuram,2437
2019-04-01,Kerala,Thrissur,2329
2019-04-01,Kerala,Wayanad,341
2019-05-01,Kerala,Alappuzha,1434
2019-05-01,Kerala,Ernakulam,1720
2019-05-01,Kerala,Idukki,517
2019-05-01,Kerala,Kannur,1561
2019-05-01,Kerala,Kasaragod,585
2019-05-01,Kerala,Kollam,1643
2019-05-01,Kerala,Kottayam,1686
2019-05-01,Kerala,Kozhikode,2135
2019-05-01,Kerala,Malappuram,1669
2019-05-01,Kerala,Palakkad,1359
2019-05-01,Kerala,Pathanamthitta,957
2019-05-01,Kerala,Thiruvananthapuram,2568
2019-05-01,Kerala,Thrissur,2324
2019-05-01,Kerala,Wayanad,349
2019-06-01,Kerala,Alappuzha,1252
2019-06-01,Kerala,Ernakulam,1730
2019-06-01,Kerala,Idukki,518
2019-06-01,Kerala,Kannur,1521
2019-06-01,Kerala,Kasaragod,581
2019-06-01,Kerala,Kollam,1664
2019-06-01,Kerala,Kottayam,1568
2019-06-01,Kerala,Kozhikode,2124
2019-06-01,Kerala,Malappuram,1794
2019-06-01,Kerala,Palakkad,1520
2019-06-01,Kerala,Pathanamthitta,973
2019-06-01,Kerala,Thiruvananthapuram,2518
2019-06-01,Kerala,Thrissur,2366
2019-06-01,Kerala,Wayanad,376
2019-07-01,Kerala,Alappuzha,1585
2019-07-01,Kerala,Ernakulam,1994
2019-07-01,Kerala,Idukki,608
2019-07-01,Kerala,Kannur,1840
2019-07-01,Kerala,Kasaragod,741
2019-07-01,Kerala,Kollam,1905
2019-07-01,Kerala,Kottayam,1873
2019-07-01,Kerala,Kozhikode,2601
2019-07-01,Kerala,Malappuram,2289
2019-07-01,Kerala,Palakkad,1765
2019-07-01,Kerala,Pathanamthitta,1156
2019-07-01,Kerala,Thiruvananthapuram,2851
2019-07-01,Kerala,Thrissur,2953
2019-07-01,Kerala,Wayanad,398
2019-08-01,Kerala,Alappuzha,1537
2019-08-01,Kerala,Ernakulam,2130
2019-08-01,Kerala,Idukki,660
2019-08-01,Kerala,Kannur,1991
2019-08-01,Kerala,Kasaragod,761
2019-08-01,Kerala,Kollam,2006
2019-08-01,Kerala,Kottayam,1931
2019-08-01,Kerala,Kozhikode,2666
2019-08-01,Kerala,Malappuram,2271
2019-08-01,Kerala,Palakkad,1891
2019-08-01,Kerala,Pathanamthitta,1158
2019-08-01,Kerala,Thiruvananthapuram,3008
2019-08-01,Kerala,Thrissur,2990
2019-08-01,Kerala,Wayanad,466
2019-09-01,Kerala,Alappuzha,1610
2019-09-01,Kerala,Ernakulam,2046
2019-09-01,Kerala,Idukki,654
2019-09-01,Kerala,Kannur,1736
2019-09-01,Kerala,Kasaragod,745
2019-09-01,Kerala,Kollam,1971
2019-09-01,Kerala,Kottayam,1888
2019-09-01,Kerala,Kozhikode,2508
2019-09-01,Kerala,Malappuram,2032
2019-09-01,Kerala,Palakkad,1715
2019-09-01,Kerala,Pathanamthitta,1136
2019-09-01,Kerala,Thiruvananthapuram,3009
2019-09-01,Kerala,Thrissur,2811
2019-09-01,Kerala,Wayanad,450
2019-10-01,Kerala,Alappuzha,1438
2019-10-01,Kerala,Ernakulam,1844
2019-10-01,Kerala,Idukki,588
2019-10-01,Kerala,Kannur,1555
2019-10-01,Kerala,Kasaragod,645
2019-10-01,Kerala,Kollam,1894
2019-10-01,Kerala,Kottayam,1743
2019-10-01,Kerala,Kozhikode,2154
2019-10-01,Kerala,Malappuram,1782
2019-10-01,Kerala,Palakkad,1562
2019-10-01,Kerala,Pathanamthitta,1130
2019-10-01,Kerala,Thiruvananthapuram,2802
2019-10-01,Kerala,Thrissur,2475
2019-10-01,Kerala,Wayanad,391
2019-11-01,Kerala,Alappuzha,1429
2019-11-01,Kerala,Ernakulam,1797
2019-11-01,Kerala,Idukki,571
2019-11-01,Kerala,Kannur,1516
2019-11-01,Kerala,Kasaragod,608
2019-11-01,Kerala,Kollam,1827
2019-11-01,Kerala,Kottayam,1710
2019-11-01,Kerala,Kozhikode,2192
2019-11-01,Kerala,Malappuram,1679
2019-11-01,Kerala,Palakkad,1500
2019-11-01,Kerala,Pathanamthitta,1048
2019-11-01,Kerala,Thiruvananthapuram,2883
2019-11-01,Kerala,Thrissur,2459
2019-11-01,Kerala,Wayanad,397
2019-12-01,Kerala,Alappuzha,1411
2019-12-01,Kerala,Ernakulam,1680
2019-12-01,Kerala,Idukki,588
2019-12-01,Kerala,Kannur,1499
2019-12-01,Kerala,Kasaragod,624
2019-12-01,Kerala,Kollam,1586
2019-12-01,Kerala,Kottayam,1643
2019-12-01,Kerala,Kozhikode,2141
2019-12-01,Kerala,Malappuram,1820
2019-12-01,Kerala,Palakkad,1540
2019-12-01,Kerala,Pathanamthitta,963
2019-12-01,Kerala,Thiruvananthapuram,2652
2019-12-01,Kerala,Thrissur,2397
2019-12-01,Kerala,Wayanad,391
2020-01-01,Kerala,Alappuzha,1360
2020-01-01,Kerala,Ernakulam,1841
2020-01-01,Kerala,Idukki,594
2020-01-01,Kerala,Kannur,1701
2020-01-01,Kerala,Kasaragod,651
2020-01-01,Kerala,Kollam,1669
2020-01-01,Kerala,Kottayam,1638
2020-01-01,Kerala,Kozhikode,2067
2020-01-01,Kerala,Malappuram,1739
2020-01-01,Kerala,Palakkad,1504
2020-01-01,Kerala,Pathanamthitta,1028
2020-01-01,Kerala,Thiruvananthapuram,2694
2020-01-01,Kerala,Thrissur,2414
2020-01-01,Kerala,Wayanad,437
2020-02-01,Kerala,Alappuzha,1261
2020-02-01,Kerala,Ernakulam,1695
2020-02-01,Kerala,Idukki,568
2020-02-01,Kerala,Kannur,1506
2020-02-01,Kerala,Kasaragod,625
2020-02-01,Kerala,Kollam,1514
2020-02-01,Kerala,Kottayam,1481
2020-02-01,Kerala,Kozhikode,2090
2020-02-01,Kerala,Malappuram,1656
2020-02-01,Kerala,Palakkad,1415
2020-02-01,Kerala,Pathanamthitta,957
2020-02-01,Kerala,Thiruvananthapuram,2324
2020-02-01,Kerala,Thrissur,2219
2020-02-01,Kerala,Wayanad,371
2020-03-01,Kerala,Alappuzha,1344
2020-03-01,Kerala,Ernakulam,1694
2020-03-01,Kerala,Idukki,519
2020-03-01,Kerala,Kannur,1452
2020-03-01,Kerala,Kasaragod,612
2020-03-01,Kerala,Kollam,1546
2020-03-01,Kerala,Kottayam,1399
2020-03-01,Kerala,Kozhikode,1941
2020-03-01,Kerala,Malappuram,1581
2020-03-01,Kerala,Palakkad,1460
2020-03-01,Kerala,Pathanamthitta,926
2020-03-01,Kerala,Thiruvananthapuram,2397
2020-03-01,Kerala,Thrissur,2280
2020-03-01,Kerala,Wayanad,348
2020-04-01,Kerala,Alappuzha,1171
2020-04-01,Kerala,Ernakulam,1350
2020-04-01,Kerala,Idukki,417
2020-04-01,Kerala,Kannur,1475
2020-04-01,Kerala,Kasaragod,563
2020-04-01,Kerala,Kollam,1302
2020-04-01,Kerala,Kottayam,1267
2020-04-01,Kerala,Kozhikode,1660
2020-04-01,Kerala,Malappuram,1509
2020-04-01,Kerala,Palakkad,1343
2020-04-01,Kerala,Pathanamthitta,807
2020-04-01,Kerala,Thiruvananthapuram,1975
2020-04-01,Kerala,Thrissur,2003
2020-04-01,Kerala,Wayanad,296
2020-05-01,Kerala,Alappuzha,1230
2020-05-01,Kerala,Ernakulam,1398
2020-05-01,Kerala,Idukki,406
2020-05-01,Kerala,Kannur,1313
2020-05-01,Kerala,Kasaragod,532
2020-05-01,Kerala,Kollam,1354
2020-05-01,Kerala,Kottayam,1294
2020-05-01,Kerala,Kozhikode,1697
2020-05-01,Kerala,Malappuram,1599
2020-05-01,Kerala,Palakkad,1318
2020-05-01,Kerala,Pathanamthitta,828
2020-05-01,Kerala,Thiruvananthapuram,2207
2020-05-01,Kerala,Thrissur,2086
2020-05-01,Kerala,Wayanad,311
2020-06-01,Kerala,Alappuzha,1205
2020-06-01,Kerala,Ernakulam,1553
2020-06-01,Kerala,Idukki,549
2020-06-01,Kerala,Kannur,1572
2020-06-01,Kerala,Kasaragod,564
2020-06-01,Kerala,Kollam,1565
2020-06-01,Kerala,Kottayam,1438
2020-06-01,Kerala,Kozhikode,1890
2020-06-01,Kerala,Malappuram,1726
2020-06-01,Kerala,Palakkad,1405
2020-06-01,Kerala,Pathanamthitta,883
2020-06-01,Kerala,Thiruvananthapuram,2360
2020-06-01,Kerala,Thrissur,2165
2020-06-01,Kerala,Wayanad,359
2020-07-01,Kerala,Alappuzha,1310
2020-07-01,Kerala,Ernakulam,1681
2020-07-01,Kerala,Idukki,579
2020-07-01,Kerala,Kannur,1609
2020-07-01,Kerala,Kasaragod,713
2020-07-01,Kerala,Kollam,1729
2020-07-01,Kerala,Kottayam,1523
2020-07-01,Kerala,Kozhikode,2140
2020-07-01,Kerala,Malappuram,1878
2020-07-01,Kerala,Palakkad,1527
2020-07-01,Kerala,Pathanamthitta,961
2020-07-01,Kerala,Thiruvananthapuram,2367
2020-07-01,Kerala,Thrissur,2341
2020-07-01,Kerala,Wayanad,404
2020-08-01,Kerala,Alappuzha,1552
2020-08-01,Kerala,Ernakulam,1844
2020-08-01,Kerala,Idukki,690
2020-08-01,Kerala,Kannur,1726
2020-08-01,Kerala,Kasaragod,785
2020-08-01,Kerala,Kollam,1955
2020-08-01,Kerala,Kottayam,1672
2020-08-01,Kerala,Kozhikode,2248
2020-08-01,Kerala,Malappuram,2073
2020-08-01,Kerala,Palakkad,1739
2020-08-01,Kerala,Pathanamthitta,1065
2020-08-01,Kerala,Thiruvananthapuram,2807
2020-08-01,Kerala,Thrissur,2568
2020-08-01,Kerala,Wayanad,426
2020-09-01,Kerala,Alappuzha,1485
2020-09-01,Kerala,Ernakulam,1835
2020-09-01,Kerala,Idukki,576
2020-09-01,Kerala,Kannur,1842
2020-09-01,Kerala,Kasaragod,775
2020-09-01,Kerala,Kollam,1930
2020-09-01,Kerala,Kottayam,1638
2020-09-01,Kerala,Kozhikode,2153
2020-09-01,Kerala,Malappuram,1924
2020-09-01,Kerala,Palakkad,1657
2020-09-01,Kerala,Pathanamthitta,1031
2020-09-01,Kerala,Thiruvananthapuram,2659
2020-09-01,Kerala,Thrissur,2508
2020-09-01,Kerala,Wayanad,413
2020-10-01,Kerala,Alappuzha,1645
2020-10-01,Kerala,Ernakulam,1985
2020-10-01,Kerala,Idukki,611
2020-10-01,Kerala,Kannur,1942
2020-10-01,Kerala,Kasaragod,820
2020-10-01,Kerala,Kollam,1941
2020-10-01,Kerala,Kottayam,1750
2020-10-01,Kerala,Kozhikode,2468
2020-10-01,Kerala,Malappuram,2120
2020-10-01,Kerala,Palakkad,1813
2020-10-01,Kerala,Pathanamthitta,1108
2020-10-01,Kerala,Thiruvananthapuram,3020
2020-10-01,Kerala,Thrissur,2823
2020-10-01,Kerala,Wayanad,461
2020-11-01,Kerala,Alappuzha,1393
2020-11-01,Kerala,Ernakulam,1740
2020-11-01,Kerala,Idukki,577
2020-11-01,Kerala,Kannur,1644
2020-11-01,Kerala,Kasaragod,651
2020-11-01,Kerala,Kollam,1820
2020-11-01,Kerala,Kottayam,1757
2020-11-01,Kerala,Kozhikode,2199
2020-11-01,Kerala,Malappuram,1896
2020-11-01,Kerala,Palakkad,1590
2020-11-01,Kerala,Pathanamthitta,961
2020-11-01,Kerala,Thiruvananthapuram,2650
2020-11-01,Kerala,Thrissur,2278
2020-11-01,Kerala,Wayanad,422
2020-12-01,Kerala,Alappuzha,1488
2020-12-01,Kerala,Ernakulam,1828
2020-12-01,Kerala,Idukki,643
2020-12-01,Kerala,Kannur,1680
2020-12-01,Kerala,Kasaragod,635
2020-12-01,Kerala,Kollam,1771
2020-12-01,Kerala,Kottayam,1815
2020-12-01,Kerala,Kozhikode,2306
2020-12-01,Kerala,Malappuram,1896
2020-12-01,Kerala,Palakkad,1764
2020-12-01,Kerala,Pathanamthitta,1020
2020-12-01,Kerala,Thiruvananthapuram,2840
2020-12-01,Kerala,Thrissur,2582
2020-12-01,Kerala,Wayanad,460
2021-01-01,Kerala,Alappuzha,1585
2021-01-01,Kerala,Ernakulam,1856
2021-01-01,Kerala,Idukki,679
2021-01-01,Kerala,Kannur,1635
2021-01-01,Kerala,Kasaragod,656
2021-01-01,Kerala,Kollam,1850
2021-01-01,Kerala,Kottayam,1893
2021-01-01,Kerala,Kozhikode,2393
2021-01-01,Kerala,Malappuram,1890
2021-01-01,Kerala,Palakkad,1713
2021-01-01,Kerala,Pathanamthitta,1161
2021-01-01,Kerala,Thiruvananthapuram,2874
2021-01-01,Kerala,Thrissur,2674
2021-01-01,Kerala,Wayanad,475
2021-02-01,Kerala,Alappuzha,1429
2021-02-01,Kerala,Ernakulam,1741
2021-02-01,Kerala,Idukki,610
2021-02-01,Kerala,Kannur,1593
2021-02-01,Kerala,Kasaragod,556
2021-02-01,Kerala,Kollam,1663
2021-02-01,Kerala,Kottayam,1654
2021-02-01,Kerala,Kozhikode,2148
2021-02-01,Kerala,Malappuram,1702
2021-02-01,Kerala,Palakkad,1568
2021-02-01,Kerala,Pathanamthitta,1019
2021-02-01,Kerala,Thiruvananthapuram,2653
2021-02-01,Kerala,Thrissur,2419
2021-02-01,Kerala,Wayanad,409
2021-03-01,Kerala,Alappuzha,1351
2021-03-01,Kerala,Ernakulam,1617
2021-03-01,Kerala,Idukki,535
2021-03-01,Kerala,Kannur,1618
2021-03-01,Kerala,Kasaragod,593
2021-03-01,Kerala,Kollam,1658
2021-03-01,Kerala,Kottayam,1697
2021-03-01,Kerala,Kozhikode,2073
2021-03-01,Kerala,Malappuram,1681
2021-03-01,Kerala,Palakkad,1540
2021-03-01,Kerala,Pathanamthitta,1029
2021-03-01,Kerala,Thiruvananthapuram,2474
2021-03-01,Kerala,Thrissur,2523
2021-03-01,Kerala,Wayanad,338
2021-04-01,Kerala,Alappuzha,1293
2021-04-01,Kerala,Ernakulam,1694
2021-04-01,Kerala,Idukki,518
2021-04-01,Kerala,Kannur,1638
2021-04-01,Kerala,Kasaragod,607
2021-04-01,Kerala,Kollam,1550
2021-04-01,Kerala,Kottayam,1752
2021-04-01,Kerala,Kozhikode,2136
2021-04-01,Kerala,Malappuram,1588
2021-04-01,Kerala,Palakkad,1526
2021-04-01,Kerala,Pathanamthitta,996
2021-04-01,Kerala,Thiruvananthapuram,2448
2021-04-01,Kerala,Thrissur,2254
2021-04-01,Kerala,Wayanad,350
2021-05-01,Kerala,Alappuzha,1721
2021-05-01,Kerala,Ernakulam,2540
2021-05-01,Kerala,Idukki,718
2021-05-01,Kerala,Kannur,2145
2021-05-01,Kerala,Kasaragod,760
2021-05-01,Kerala,Kollam,2255
2021-05-01,Kerala,Kottayam,2311
2021-05-01,Kerala,Kozhikode,3031
2021-05-01,Kerala,Malappuram,2239
2021-05-01,Kerala,Palakkad,2263
2021-05-01,Kerala,Pathanamthitta,1343
2021-05-01,Kerala,Thiruvananthapuram,3752
2021-05-01,Kerala,Thrissur,3165
2021-05-01,Kerala,Wayanad,399
2021-06-01,Kerala,Alappuzha,330
2021-06-01,Kerala,Ernakulam,506
2021-06-01,Kerala,Idukki,192
2021-06-01,Kerala,Kannur,484
2021-06-01,Kerala,Kasaragod,178
2021-06-01,Kerala,Kollam,522
2021-06-01,Kerala,Kottayam,687
2021-06-01,Kerala,Kozhikode,1024
2021-06-01,Kerala,Malappuram,413
2021-06-01,Kerala,Palakkad,489
2021-06-01,Kerala,Pathanamthitta,322
2021-06-01,Kerala,Thiruvananthapuram,944
2021-06-01,Kerala,Thrissur,901
2021-06-01,Kerala,Wayanad,96
