date,state,district,female,male,deaths
2020-03-01,West Bengal,Dakshin Dinajpur,311.0,411.0,722
2020-03-01,West Bengal,Maldah ,575.0,922.0,1497
2020-03-01,West Bengal,Murshidabad ,1166.0,1530.0,2696
2020-03-01,West Bengal,Birbhum,641.0,971.0,1612
2020-03-01,West Bengal,Purba Bardhaman ,938.0,1409.0,2347
2020-03-01,West Bengal,Nadia ,871.0,1387.0,2258
2020-03-01,West Bengal,North Twenty Four Parganas,604.0,877.0,1481
2020-03-01,West Bengal,Hooghly,1229.0,1699.0,2928
2020-03-01,West Bengal,Bankura ,534.0,748.0,1282
2020-03-01,West Bengal,Puruliya,348.0,568.0,916
2020-03-01,West Bengal,Howrah,606.0,961.0,1567
2020-03-01,West Bengal,South Twenty Four Parganas,798.0,1178.0,1976
2020-03-01,West Bengal,Paschim Medinipur,864.0,1237.0,2101
2020-03-01,West Bengal,Purba Medinipur,927.0,1186.0,2113
2020-03-01,West Bengal,Alipurduar,282.0,447.0,729
2020-03-01,West Bengal,Kalimpong,3.0,1.0,4
2020-03-01,West Bengal,Jhargram,163.0,286.0,449
2020-03-01,West Bengal,Paschim Bardhaman,382.0,628.0,1010
2020-04-01,West Bengal,Darjeeling ,253.0,407.0,660
2020-04-01,West Bengal,Jalpaiguri ,339.0,443.0,782
2020-04-01,West Bengal,Koch Bihar ,343.0,533.0,876
2020-04-01,West Bengal,Uttar Dinajpur,411.0,617.0,1028
2020-04-01,West Bengal,Dakshin Dinajpur,334.0,462.0,796
2020-04-01,West Bengal,Maldah ,631.0,904.0,1535
2020-04-01,West Bengal,Murshidabad ,1091.0,1442.0,2533
2020-04-01,West Bengal,Birbhum,624.0,859.0,1483
2020-04-01,West Bengal,Purba Bardhaman ,822.0,1168.0,1990
2020-04-01,West Bengal,Nadia ,816.0,1140.0,1956
2020-04-01,West Bengal,North Twenty Four Parganas,556.0,786.0,1342
2020-04-01,West Bengal,Hooghly,1071.0,1461.0,2532
2020-04-01,West Bengal,Bankura ,479.0,676.0,1155
2020-04-01,West Bengal,Puruliya,372.0,569.0,941
2020-04-01,West Bengal,Howrah,497.0,746.0,1243
2020-04-01,West Bengal,South Twenty Four Parganas,732.0,997.0,1729
2020-04-01,West Bengal,Paschim Medinipur,825.0,1067.0,1892
2020-04-01,West Bengal,Purba Medinipur,703.0,986.0,1689
2020-04-01,West Bengal,Alipurduar,290.0,470.0,760
2020-04-01,West Bengal,Kalimpong,0.0,1.0,1
2020-04-01,West Bengal,Jhargram,147.0,251.0,398
2020-04-01,West Bengal,Paschim Bardhaman,306.0,474.0,780
2020-05-01,West Bengal,Darjeeling ,263.0,412.0,675
2020-05-01,West Bengal,Jalpaiguri ,370.0,507.0,877
2020-05-01,West Bengal,Koch Bihar ,382.0,569.0,951
2020-05-01,West Bengal,Uttar Dinajpur,441.0,690.0,1131
2020-05-01,West Bengal,Dakshin Dinajpur,311.0,543.0,854
2020-05-01,West Bengal,Maldah ,697.0,1003.0,1700
2020-05-01,West Bengal,Murshidabad ,1070.0,1472.0,2542
2020-05-01,West Bengal,Birbhum,633.0,861.0,1494
2020-05-01,West Bengal,Purba Bardhaman ,918.0,1297.0,2215
2020-05-01,West Bengal,Nadia ,862.0,1230.0,2092
2020-05-01,West Bengal,North Twenty Four Parganas,655.0,906.0,1561
2020-05-01,West Bengal,Hooghly,1165.0,1581.0,2746
2020-05-01,West Bengal,Bankura ,501.0,739.0,1240
2020-05-01,West Bengal,Puruliya,394.0,632.0,1026
2020-05-01,West Bengal,Howrah,687.0,1018.0,1705
2020-05-01,West Bengal,South Twenty Four Parganas,841.0,1309.0,2150
2020-05-01,West Bengal,Paschim Medinipur,860.0,1267.0,2127
2020-05-01,West Bengal,Purba Medinipur,867.0,1182.0,2049
2020-05-01,West Bengal,Alipurduar,308.0,445.0,753
2020-05-01,West Bengal,Kalimpong,1.0,1.0,2
2020-05-01,West Bengal,Jhargram,179.0,277.0,456
2020-05-01,West Bengal,Paschim Bardhaman,303.0,532.0,835
2020-06-01,West Bengal,Darjeeling ,324.0,551.0,875
2020-06-01,West Bengal,Jalpaiguri ,328.0,523.0,851
2020-06-01,West Bengal,Koch Bihar ,368.0,642.0,1010
2020-06-01,West Bengal,Uttar Dinajpur,486.0,838.0,1324
2020-06-01,West Bengal,Dakshin Dinajpur,333.0,565.0,898
2020-06-01,West Bengal,Maldah ,708.0,1105.0,1813
2020-06-01,West Bengal,Murshidabad ,1169.0,1585.0,2754
2020-06-01,West Bengal,Birbhum,679.0,1004.0,1683
2020-06-01,West Bengal,Purba Bardhaman ,990.0,1430.0,2420
2020-06-01,West Bengal,Nadia ,793.0,1235.0,2028
2020-06-01,West Bengal,North Twenty Four Parganas,651.0,972.0,1623
2020-06-01,West Bengal,Hooghly,1164.0,1555.0,2719
2020-06-01,West Bengal,Bankura ,518.0,840.0,1358
2020-06-01,West Bengal,Puruliya,374.0,589.0,963
2020-06-01,West Bengal,Howrah,676.0,1013.0,1689
2020-06-01,West Bengal,South Twenty Four Parganas,1033.0,1343.0,2376
2020-06-01,West Bengal,Paschim Medinipur,849.0,1145.0,1994
2020-06-01,West Bengal,Purba Medinipur,846.0,1171.0,2017
2020-06-01,West Bengal,Alipurduar,282.0,490.0,772
2020-06-01,West Bengal,Jhargram,192.0,276.0,468
2020-06-01,West Bengal,Paschim Bardhaman,315.0,555.0,870
2020-07-01,West Bengal,Darjeeling ,350.0,679.0,1029
2020-07-01,West Bengal,Jalpaiguri ,359.0,571.0,930
2020-07-01,West Bengal,Koch Bihar ,356.0,664.0,1020
2020-07-01,West Bengal,Uttar Dinajpur,507.0,876.0,1383
2020-07-01,West Bengal,Dakshin Dinajpur,382.0,582.0,964
2020-07-01,West Bengal,Maldah ,794.0,1412.0,2206
2020-07-01,West Bengal,Murshidabad ,1302.0,1972.0,3274
2020-07-01,West Bengal,Birbhum,755.0,1147.0,1902
2020-07-01,West Bengal,Purba Bardhaman ,991.0,1634.0,2625
2020-07-01,West Bengal,Nadia ,941.0,1467.0,2408
2020-07-01,West Bengal,North Twenty Four Parganas,871.0,1340.0,2211
2020-07-01,West Bengal,Hooghly,1267.0,1927.0,3194
2020-07-01,West Bengal,Bankura ,584.0,977.0,1561
2020-07-01,West Bengal,Puruliya,438.0,689.0,1127
2020-07-01,West Bengal,Howrah,751.0,1291.0,2042
2020-07-01,West Bengal,South Twenty Four Parganas,1083.0,1620.0,2703
2020-07-01,West Bengal,Paschim Medinipur,894.0,1365.0,2259
2020-07-01,West Bengal,Purba Medinipur,970.0,1300.0,2270
2020-07-01,West Bengal,Alipurduar,322.0,473.0,795
2020-07-01,West Bengal,Jhargram,195.0,355.0,550
2020-07-01,West Bengal,Paschim Bardhaman,336.0,669.0,1005
2020-08-01,West Bengal,Darjeeling ,411.0,810.0,1221
2020-08-01,West Bengal,Jalpaiguri ,397.0,589.0,986
2020-08-01,West Bengal,Koch Bihar ,446.0,707.0,1153
2020-08-01,West Bengal,Uttar Dinajpur,609.0,974.0,1583
2020-08-01,West Bengal,Dakshin Dinajpur,409.0,705.0,1114
2020-08-01,West Bengal,Maldah ,798.0,1257.0,2055
2020-08-01,West Bengal,Murshidabad ,1447.0,2090.0,3537
2020-08-01,West Bengal,Birbhum,826.0,1192.0,2018
2020-08-01,West Bengal,Purba Bardhaman ,1198.0,1755.0,2953
2020-08-01,West Bengal,Nadia ,995.0,1687.0,2682
2020-08-01,West Bengal,North Twenty Four Parganas,972.0,1500.0,2472
2020-08-01,West Bengal,Hooghly,1541.0,2014.0,3555
2020-08-01,West Bengal,Bankura ,724.0,1063.0,1787
2020-08-01,West Bengal,Puruliya,461.0,786.0,1247
2020-08-01,West Bengal,Howrah,834.0,1263.0,2097
2020-08-01,West Bengal,South Twenty Four Parganas,1252.0,1737.0,2989
2020-08-01,West Bengal,Paschim Medinipur,1038.0,1637.0,2675
2020-08-01,West Bengal,Purba Medinipur,1046.0,1466.0,2512
2020-08-01,West Bengal,Alipurduar,337.0,580.0,917
2020-08-01,West Bengal,Jhargram,241.0,381.0,622
2020-08-01,West Bengal,Paschim Bardhaman,419.0,821.0,1240
2020-09-01,West Bengal,Darjeeling ,455.0,843.0,1298
2020-09-01,West Bengal,Jalpaiguri ,370.0,633.0,1003
2020-09-01,West Bengal,Koch Bihar ,503.0,754.0,1257
2020-09-01,West Bengal,Uttar Dinajpur,544.0,975.0,1519
2020-09-01,West Bengal,Dakshin Dinajpur,380.0,593.0,973
2020-09-01,West Bengal,Maldah ,708.0,1127.0,1835
2020-09-01,West Bengal,Murshidabad ,1264.0,1861.0,3125
2020-09-01,West Bengal,Birbhum,805.0,1153.0,1958
2020-09-01,West Bengal,Purba Bardhaman ,1093.0,1808.0,2901
2020-09-01,West Bengal,Nadia ,939.0,1583.0,2522
2020-09-01,West Bengal,North Twenty Four Parganas,952.0,1332.0,2284
2020-09-01,West Bengal,Hooghly,1491.0,2111.0,3602
2020-09-01,West Bengal,Bankura ,729.0,1178.0,1907
2020-09-01,West Bengal,Puruliya,532.0,908.0,1440
2020-09-01,West Bengal,Howrah,814.0,1250.0,2064
2020-09-01,West Bengal,South Twenty Four Parganas,1093.0,1500.0,2593
2020-09-01,West Bengal,Paschim Medinipur,1121.0,1681.0,2802
2020-09-01,West Bengal,Purba Medinipur,1094.0,1583.0,2677
2020-09-01,West Bengal,Alipurduar,377.0,640.0,1017
2020-09-01,West Bengal,Kalimpong,1.0,0.0,1
2020-09-01,West Bengal,Jhargram,196.0,304.0,500
2020-09-01,West Bengal,Paschim Bardhaman,407.0,829.0,1236
2020-10-01,West Bengal,Darjeeling ,406.0,892.0,1298
2020-10-01,West Bengal,Jalpaiguri ,400.0,749.0,1149
2020-10-01,West Bengal,Koch Bihar ,489.0,741.0,1230
2020-10-01,West Bengal,Uttar Dinajpur,490.0,812.0,1302
2020-10-01,West Bengal,Dakshin Dinajpur,377.0,583.0,960
2020-10-01,West Bengal,Maldah ,699.0,1185.0,1884
2020-10-01,West Bengal,Murshidabad ,1242.0,1903.0,3145
2020-10-01,West Bengal,Birbhum,822.0,1197.0,2019
2020-10-01,West Bengal,Purba Bardhaman ,1249.0,1984.0,3233
2020-10-01,West Bengal,Nadia ,1088.0,1796.0,2884
2020-10-01,West Bengal,North Twenty Four Parganas,1019.0,1580.0,2599
2020-10-01,West Bengal,Hooghly,1507.0,2296.0,3803
2020-10-01,West Bengal,Bankura ,724.0,1190.0,1914
2020-10-01,West Bengal,Puruliya,464.0,798.0,1262
2020-10-01,West Bengal,Howrah,911.0,1393.0,2304
2020-10-01,West Bengal,South Twenty Four Parganas,1115.0,1678.0,2793
2020-10-01,West Bengal,Paschim Medinipur,1095.0,1695.0,2790
2020-10-01,West Bengal,Purba Medinipur,1150.0,1604.0,2754
2020-10-01,West Bengal,Alipurduar,379.0,644.0,1023
2020-10-01,West Bengal,Jhargram,225.0,436.0,661
2020-10-01,West Bengal,Paschim Bardhaman,461.0,816.0,1277
2020-11-01,West Bengal,Darjeeling ,532.0,989.0,1521
2020-11-01,West Bengal,Jalpaiguri ,457.0,765.0,1222
2020-11-01,West Bengal,Koch Bihar ,470.0,822.0,1292
2020-11-01,West Bengal,Uttar Dinajpur,579.0,962.0,1541
2020-11-01,West Bengal,Dakshin Dinajpur,430.0,685.0,1115
2020-11-01,West Bengal,Maldah ,832.0,1320.0,2152
2020-11-01,West Bengal,Murshidabad ,1496.0,2098.0,3594
2020-11-01,West Bengal,Birbhum,917.0,1319.0,2236
2020-11-01,West Bengal,Purba Bardhaman ,1364.0,2039.0,3403
2020-11-01,West Bengal,Nadia ,1202.0,1958.0,3160
2020-11-01,West Bengal,North Twenty Four Parganas,1065.0,1758.0,2823
2020-11-01,West Bengal,Hooghly,1589.0,2379.0,3968
2020-11-01,West Bengal,Bankura ,887.0,1335.0,2222
2020-11-01,West Bengal,Puruliya,543.0,921.0,1464
2020-11-01,West Bengal,Howrah,981.0,1503.0,2484
2020-11-01,West Bengal,South Twenty Four Parganas,1354.0,1804.0,3158
2020-11-01,West Bengal,Paschim Medinipur,1248.0,1813.0,3061
2020-11-01,West Bengal,Purba Medinipur,1240.0,1635.0,2875
2020-11-01,West Bengal,Alipurduar,397.0,634.0,1031
2020-11-01,West Bengal,Jhargram,286.0,422.0,708
2020-11-01,West Bengal,Paschim Bardhaman,488.0,825.0,1313
2020-12-01,West Bengal,Darjeeling ,543.0,918.0,1461
2020-12-01,West Bengal,Jalpaiguri ,496.0,770.0,1266
2020-12-01,West Bengal,Koch Bihar ,590.0,892.0,1482
2020-12-01,West Bengal,Uttar Dinajpur,729.0,1108.0,1837
2020-12-01,West Bengal,Dakshin Dinajpur,522.0,789.0,1311
2020-12-01,West Bengal,Maldah ,967.0,1501.0,2468
2020-12-01,West Bengal,Murshidabad ,1679.0,2210.0,3889
2020-12-01,West Bengal,Birbhum,1040.0,1368.0,2408
2020-12-01,West Bengal,Purba Bardhaman ,1340.0,2016.0,3356
2020-12-01,West Bengal,Nadia ,1324.0,1909.0,3233
2020-12-01,West Bengal,North Twenty Four Parganas,1241.0,1785.0,3026
2020-12-01,West Bengal,Hooghly,2039.0,2533.0,4572
2020-12-01,West Bengal,Bankura ,1016.0,1440.0,2456
2020-12-01,West Bengal,Puruliya,613.0,964.0,1577
2020-12-01,West Bengal,Howrah,1106.0,1637.0,2743
2020-12-01,West Bengal,South Twenty Four Parganas,1407.0,1951.0,3358
2020-12-01,West Bengal,Paschim Medinipur,1422.0,1888.0,3310
2020-12-01,West Bengal,Purba Medinipur,1312.0,1742.0,3054
2020-12-01,West Bengal,Alipurduar,419.0,613.0,1032
2020-12-01,West Bengal,Jhargram,279.0,463.0,742
2020-12-01,West Bengal,Paschim Bardhaman,514.0,903.0,1417
2021-01-01,West Bengal,Darjeeling ,477.0,870.0,1347
2021-01-01,West Bengal,Jalpaiguri ,455.0,724.0,1179
2021-01-01,West Bengal,Koch Bihar ,548.0,835.0,1383
2021-01-01,West Bengal,Uttar Dinajpur,660.0,1150.0,1810
2021-01-01,West Bengal,Dakshin Dinajpur,460.0,750.0,1210
2021-01-01,West Bengal,Maldah ,867.0,1285.0,2152
2021-01-01,West Bengal,Murshidabad ,1617.0,2103.0,3720
2021-01-01,West Bengal,Birbhum,973.0,1366.0,2339
2021-01-01,West Bengal,Purba Bardhaman ,1201.0,1619.0,2820
2021-01-01,West Bengal,Nadia ,1212.0,1627.0,2839
2021-01-01,West Bengal,North Twenty Four Parganas,1157.0,1554.0,2711
2021-01-01,West Bengal,Hooghly,1669.0,2177.0,3846
2021-01-01,West Bengal,Bankura ,876.0,1203.0,2079
2021-01-01,West Bengal,Puruliya,596.0,865.0,1461
2021-01-01,West Bengal,Howrah,1049.0,1391.0,2440
2021-01-01,West Bengal,South Twenty Four Parganas,1304.0,1720.0,3024
2021-01-01,West Bengal,Paschim Medinipur,1284.0,1739.0,3023
2021-01-01,West Bengal,Purba Medinipur,1210.0,1512.0,2722
2021-01-01,West Bengal,Alipurduar,430.0,617.0,1047
2021-01-01,West Bengal,Jhargram,285.0,426.0,711
2021-01-01,West Bengal,Paschim Bardhaman,584.0,911.0,1495
2021-02-01,West Bengal,Darjeeling ,410.0,674.0,1084
2021-02-01,West Bengal,Jalpaiguri ,423.0,579.0,1002
2021-02-01,West Bengal,Koch Bihar ,494.0,690.0,1184
2021-02-01,West Bengal,Uttar Dinajpur,535.0,884.0,1419
2021-02-01,West Bengal,Dakshin Dinajpur,369.0,588.0,957
2021-02-01,West Bengal,Maldah ,667.0,975.0,1642
2021-02-01,West Bengal,Murshidabad ,1441.0,1869.0,3310
2021-02-01,West Bengal,Birbhum,770.0,1087.0,1857
2021-02-01,West Bengal,Purba Bardhaman ,1080.0,1539.0,2619
2021-02-01,West Bengal,Nadia ,872.0,1314.0,2186
2021-02-01,West Bengal,North Twenty Four Parganas,880.0,1218.0,2098
2021-02-01,West Bengal,Hooghly,1387.0,1776.0,3163
2021-02-01,West Bengal,Bankura ,705.0,931.0,1636
2021-02-01,West Bengal,Puruliya,473.0,658.0,1131
2021-02-01,West Bengal,Howrah,854.0,1157.0,2011
2021-02-01,West Bengal,South Twenty Four Parganas,1067.0,1384.0,2451
2021-02-01,West Bengal,Paschim Medinipur,991.0,1353.0,2344
2021-02-01,West Bengal,Purba Medinipur,1052.0,1279.0,2331
2021-02-01,West Bengal,Alipurduar,329.0,483.0,812
2021-02-01,West Bengal,Jhargram,259.0,365.0,624
2021-02-01,West Bengal,Paschim Bardhaman,585.0,873.0,1458
2021-03-01,West Bengal,Darjeeling ,362.0,594.0,956
2021-03-01,West Bengal,Jalpaiguri ,361.0,504.0,865
2021-03-01,West Bengal,Koch Bihar ,352.0,545.0,897
2021-03-01,West Bengal,Uttar Dinajpur,448.0,682.0,1130
2021-03-01,West Bengal,Dakshin Dinajpur,330.0,558.0,888
2021-03-01,West Bengal,Maldah ,537.0,838.0,1375
2021-03-01,West Bengal,Murshidabad ,1092.0,1618.0,2710
2021-03-01,West Bengal,Birbhum,689.0,1047.0,1736
2021-03-01,West Bengal,Purba Bardhaman ,801.0,1176.0,1977
2021-03-01,West Bengal,Nadia ,654.0,1082.0,1736
2021-03-01,West Bengal,North Twenty Four Parganas,714.0,1036.0,1750
2021-03-01,West Bengal,Hooghly,1162.0,1623.0,2785
2021-03-01,West Bengal,Bankura ,557.0,902.0,1459
2021-03-01,West Bengal,Puruliya,349.0,542.0,891
2021-03-01,West Bengal,Howrah,625.0,924.0,1549
2021-03-01,West Bengal,South Twenty Four Parganas,838.0,1119.0,1957
2021-03-01,West Bengal,Paschim Medinipur,948.0,1194.0,2142
2021-03-01,West Bengal,Purba Medinipur,836.0,1084.0,1920
2021-03-01,West Bengal,Alipurduar,270.0,430.0,700
2021-03-01,West Bengal,Jhargram,178.0,319.0,497
2021-03-01,West Bengal,Paschim Bardhaman,509.0,846.0,1355
2021-04-01,West Bengal,Darjeeling ,425.0,783.0,1208
2021-04-01,West Bengal,Jalpaiguri ,359.0,599.0,958
2021-04-01,West Bengal,Koch Bihar ,309.0,501.0,810
2021-04-01,West Bengal,Uttar Dinajpur,344.0,706.0,1050
2021-04-01,West Bengal,Dakshin Dinajpur,236.0,473.0,709
2021-04-01,West Bengal,Maldah ,727.0,1188.0,1915
2021-04-01,West Bengal,Murshidabad ,1516.0,2395.0,3911
2021-04-01,West Bengal,Birbhum,1099.0,1583.0,2682
2021-04-01,West Bengal,Purba Bardhaman ,966.0,1504.0,2470
2021-04-01,West Bengal,Nadia ,681.0,1092.0,1773
2021-04-01,West Bengal,North Twenty Four Parganas,927.0,1342.0,2269
2021-04-01,West Bengal,Hooghly,1445.0,2014.0,3459
2021-04-01,West Bengal,Bankura ,623.0,946.0,1569
2021-04-01,West Bengal,Puruliya,551.0,1118.0,1669
2021-04-01,West Bengal,Howrah,707.0,1229.0,1936
2021-04-01,West Bengal,South Twenty Four Parganas,1065.0,1546.0,2611
2021-04-01,West Bengal,Paschim Medinipur,894.0,1332.0,2226
2021-04-01,West Bengal,Purba Medinipur,831.0,1163.0,1994
2021-04-01,West Bengal,Alipurduar,289.0,444.0,733
2021-04-01,West Bengal,Jhargram,138.0,274.0,412
2021-04-01,West Bengal,Paschim Bardhaman,921.0,1586.0,2507
2021-05-01,West Bengal,Darjeeling ,668.0,1406.0,2074
2021-05-01,West Bengal,Jalpaiguri ,543.0,926.0,1469
2021-05-01,West Bengal,Koch Bihar ,374.0,678.0,1052
2021-05-01,West Bengal,Uttar Dinajpur,618.0,1239.0,1857
2021-05-01,West Bengal,Dakshin Dinajpur,519.0,893.0,1412
2021-05-01,West Bengal,Maldah ,975.0,1550.0,2525
2021-05-01,West Bengal,Murshidabad ,2229.0,3142.0,5371
2021-05-01,West Bengal,Birbhum,1447.0,2006.0,3453
2021-05-01,West Bengal,Purba Bardhaman ,2017.0,2742.0,4759
2021-05-01,West Bengal,Nadia ,1328.0,1996.0,3324
2021-05-01,West Bengal,North Twenty Four Parganas,1706.0,2431.0,4137
2021-05-01,West Bengal,Hooghly,2408.0,3402.0,5810
2021-05-01,West Bengal,Bankura ,1080.0,1945.0,3025
2021-05-01,West Bengal,Puruliya,956.0,2093.0,3049
2021-05-01,West Bengal,Howrah,1480.0,2153.0,3633
2021-05-01,West Bengal,South Twenty Four Parganas,1961.0,2482.0,4443
2021-05-01,West Bengal,Paschim Medinipur,1316.0,2041.0,3357
2021-05-01,West Bengal,Purba Medinipur,1394.0,2118.0,3512
2021-05-01,West Bengal,Alipurduar,332.0,581.0,913
2021-05-01,West Bengal,Jhargram,315.0,625.0,940
2021-05-01,West Bengal,Paschim Bardhaman,1206.0,2197.0,3403
2018-01-01,West Bengal,Kolkata,,,8293
2018-02-01,West Bengal,Kolkata,,,6165
2018-03-01,West Bengal,Kolkata,,,5553
2018-04-01,West Bengal,Kolkata,,,4785
2018-05-01,West Bengal,Kolkata,,,4964
2018-06-01,West Bengal,Kolkata,,,5020
2018-07-01,West Bengal,Kolkata,,,4874
2018-08-01,West Bengal,Kolkata,,,5551
2018-09-01,West Bengal,Kolkata,,,5486
2018-10-01,West Bengal,Kolkata,,,5868
2018-11-01,West Bengal,Kolkata,,,5667
2018-12-01,West Bengal,Kolkata,,,7075
2019-01-01,West Bengal,Kolkata,,,7862
2019-02-01,West Bengal,Kolkata,,,6536
2019-03-01,West Bengal,Kolkata,,,6169
2019-04-01,West Bengal,Kolkata,,,5180
2019-05-01,West Bengal,Kolkata,,,5293
2019-06-01,West Bengal,Kolkata,,,5356
2019-07-01,West Bengal,Kolkata,,,5360
2019-08-01,West Bengal,Kolkata,,,5048
2019-09-01,West Bengal,Kolkata,,,5029
2019-10-01,West Bengal,Kolkata,,,5785
2019-11-01,West Bengal,Kolkata,,,5841
2019-12-01,West Bengal,Kolkata,,,6619
2020-01-01,West Bengal,Kolkata,,,7532
2020-02-01,West Bengal,Kolkata,,,6382
2020-03-01,West Bengal,Kolkata,,,5385
2020-04-01,West Bengal,Kolkata,,,4832
2020-05-01,West Bengal,Kolkata,,,5361
2020-06-01,West Bengal,Kolkata,,,4975
2020-07-01,West Bengal,Kolkata,,,6598
2020-08-01,West Bengal,Kolkata,,,6550
2020-09-01,West Bengal,Kolkata,,,6039
2020-10-01,West Bengal,Kolkata,,,6943
2020-10-01,West Bengal,Kolkata,,,7223
2020-12-01,West Bengal,Kolkata,,,7446
2021-01-01,West Bengal,Kolkata,,,6387
2021-02-01,West Bengal,Kolkata,,,5160
2021-03-01,West Bengal,Kolkata,,,4384
2021-04-01,West Bengal,Kolkata,,,7945
2021-05-01,West Bengal,Kolkata,,,12665
